observation_date,ICSA,CPIMEDICARE,USWTRADE,BBKMLEIX,COMLOAN,UMCSENT,MANEMP,fedfunds,PSTAX,USCONS,USGOOD,USINFO,CPIAPP,CSUSHPISA,SECURITYBANK,SRVPRD,INDPRO,TB6MS,UNEMPLOY,USTPU,recession
1999-06-01,294000.0,250.0,5837.5,0.1818182859211558,9.9,107.3,17294,4.76,1095.158,6547,24433,3405,131.7,95.978,11.0,104651,88.5903,4.82,5951,25680,0
1999-07-01,298000.0,250.9,5851.0,0.0685269281783973,11.3,106.0,17308,4.99,1120.596,6571,24473,3427,131.5,96.594,4.5,104948,89.1098,4.58,6025,25745,0
1999-08-01,290750.0,251.7,5864.7,-0.1164743026836514,13.3,104.5,17287,5.07,1120.596,6586,24467,3451,130.9,97.221,9.2,105105,89.5007,4.87,5838,25774,0
1999-09-01,289500.0,252.5,5873.6,-0.0934483906870561,7.9,107.2,17282,5.22,1120.596,6613,24486,3476,131.2,97.865,7.5,105286,89.1304,4.88,5915,25829,0
1999-10-01,290400.0,253.1,5881.0,-0.013988308435422,4.0,103.2,17274,5.2,1153.957,6640,24506,3497,131.4,98.525,11.2,105672,90.2709,4.98,5778,25882,0
1999-11-01,281750.0,253.9,5894.2,0.0287883033798148,25.7,107.2,17282,5.42,1153.957,6687,24561,3515,131.0,99.157,-1.9,105906,90.7528,5.2,5716,25920,0
1999-12-01,278500.0,254.9,5904.7,0.0696293025717449,0.5,105.4,17279,5.3,1153.957,6709,24581,3532,131.3,99.847,12.1,106202,91.4784,5.44,5653,26019,0
2000-01-01,288400.0,255.6,5908.1,-0.0786375371355405,3.0,112.0,17284,5.45,1208.755,6752,24629,3552,130.7,100.552,4.7,106382,91.4092,5.5,5708,26043,0
2000-02-01,293750.0,256.5,5909.7,-0.0685953831155728,15.6,111.3,17284,5.73,1208.755,6730,24608,3570,130.4,101.339,-8.8,106513,91.7245,5.72,5858,26061,0
2000-03-01,274750.0,257.7,5925.7,-0.2246806646148329,11.8,107.1,17302,5.85,1208.755,6811,24706,3591,130.3,102.127,14.2,106898,92.083,5.85,5733,26118,0
2000-04-01,271600.0,258.4,5913.5,-0.0709753060887459,9.4,109.2,17299,6.02,1230.16,6794,24689,3609,129.8,102.922,5.2,107194,92.6659,5.81,5481,26184,0
2000-05-01,282250.0,259.2,5902.5,-0.0454313707317395,19.1,110.7,17278,6.27,1230.16,6770,24646,3615,129.7,103.678,4.4,107459,92.9347,6.1,5758,26118,0
2000-06-01,291000.0,260.3,5905.5,-0.0012581452015252,13.0,106.4,17295,6.53,1230.16,6778,24670,3642,129.3,104.425,8.0,107392,93.0018,5.97,5651,26140,0
2000-07-01,295000.0,261.2,5890.7,0.0713493585365158,7.2,108.3,17322,6.54,1247.708,6794,24717,3658,128.9,105.055,13.1,107511,92.8373,6.0,5747,26150,0
2000-08-01,312750.0,262.4,5879.7,0.301334453428708,3.2,107.3,17287,6.5,1247.708,6796,24683,3584,128.9,105.769,0.3,107551,92.591,6.07,5853,26179,0
2000-09-01,300200.0,263.3,5864.5,0.3103977462548593,1.5,106.8,17229,6.52,1247.708,6807,24641,3676,129.5,106.539,6.4,107697,92.9827,5.98,5625,26175,0
2000-10-01,301000.0,264.1,5864.3,0.3954445950485597,6.6,105.8,17217,6.51,1258.695,6814,24638,3676,129.2,107.384,-21.1,107714,92.64,6.04,5534,26193,0
2000-11-01,334250.0,264.7,5859.1,0.4859722989548475,1.8,107.6,17202,6.51,1258.695,6817,24624,3685,129.2,108.303,-6.1,107932,92.6604,6.06,5639,26210,0
2000-12-01,346000.0,265.6,5836.8,0.3910963933970739,4.7,98.4,17181,6.4,1258.695,6792,24574,3707,129.1,109.142,15.1,108142,92.3457,5.68,5634,26263,0
2001-01-01,340000.0,267.2,5815.5,0.4807246844970894,9.5,94.7,17105,5.98,1301.904,6824,24535,3711,129.4,109.848,12.5,108168,91.8908,4.95,6023,26180,0
2001-02-01,371250.0,268.3,5797.5,0.8360694581781833,0.0,90.6,17030,5.49,1301.904,6841,24478,3716,129.6,110.502,-7.1,108310,91.2851,4.71,6089,26177,0
2001-03-01,387200.0,269.4,5778.1,1.134079434073178,-2.1,91.5,16938,5.31,1301.904,6862,24410,3718,129.5,111.109,-1.8,108341,91.0585,4.28,6141,26139,0
2001-04-01,396750.0,270.4,5761.4,1.2171167083029284,-2.9,88.4,16802,4.8,1308.869,6844,24255,3686,128.2,111.652,8.6,108202,90.7384,3.85,6271,26007,1
2001-05-01,394500.0,271.3,5746.8,1.2678977038033714,-5.7,92.0,16660,4.21,1308.869,6849,24118,3663,127.4,112.163,8.7,108291,90.2607,3.62,6226,25992,1
2001-06-01,397200.0,272.4,5729.0,1.3073014431817904,-13.0,92.6,16513,3.97,1308.869,6840,23963,3642,127.4,112.797,9.9,108336,89.7811,3.45,6484,25958,1
2001-07-01,398000.0,272.8,5716.3,1.1776828841783096,-8.8,92.4,16381,3.77,1113.622,6845,23836,3619,127.3,113.492,9.6,108335,89.2352,3.45,6583,25886,1
2001-08-01,398000.0,274.3,5709.8,1.1483763749264884,-9.2,91.5,16233,3.65,1113.622,6827,23668,3598,126.4,114.168,11.5,108353,89.157,3.29,7042,25875,1
2001-09-01,435000.0,275.2,5694.6,0.9971076881995574,3.9,81.8,16116,3.07,1113.622,6813,23535,3581,125.8,114.812,17.1,108228,88.6749,2.63,7142,25790,1
2001-10-01,480750.0,276.3,5682.8,1.5690831736603863,-17.7,82.7,15973,2.49,1231.793,6804,23379,3557,125.8,115.309,8.3,108073,88.4051,2.12,7694,25718,1
2001-11-01,447500.0,277.4,5664.0,1.653125736590153,-13.0,83.9,15825,2.09,1231.793,6784,23209,3536,125.4,115.856,13.9,107935,87.886,1.88,8003,25632,1
2001-12-01,416800.0,278.2,5645.4,1.5267374149018031,-14.7,88.8,15712,1.82,1231.793,6785,23094,3521,124.9,116.454,21.4,107889,87.8518,1.78,8258,25548,0
2002-01-01,408500.0,279.8,5641.2,1.2201017396488198,-11.3,93.0,15588,1.73,1075.158,6775,22963,3495,124.4,117.143,-0.1,107896,88.4634,1.73,8182,25486,0
2002-02-01,399000.0,280.4,5626.0,0.8296723001110641,5.3,90.7,15518,1.74,1075.158,6766,22880,3471,124.6,117.844,0.6,107856,88.4578,1.82,8215,25480,0
2002-03-01,415400.0,281.4,5618.6,0.1683003202734723,-5.1,95.7,15443,1.73,1075.158,6755,22787,3454,125.3,118.688,16.6,107935,89.1265,2.0,8304,25470,0
2002-04-01,429250.0,282.7,5607.3,-0.277803967482924,-13.7,93.0,15392,1.75,1050.988,6710,22689,3435,125.1,119.612,10.6,107926,89.5507,1.92,8599,25457,0
2002-05-01,409000.0,283.9,5606.4,-0.2900745276015315,-12.6,96.9,15338,1.75,1050.988,6684,22606,3417,124.6,120.725,4.6,108026,89.9348,1.86,8399,25441,0
2002-06-01,387200.0,284.6,5610.0,-0.2082205355330128,-8.3,92.4,15297,1.75,1050.988,6701,22577,3401,123.9,121.814,12.3,108096,90.6736,1.79,8393,25442,0
2002-07-01,386000.0,286.4,5607.9,-0.1531853966669128,-8.8,88.1,15256,1.73,1044.121,6688,22521,3381,123.5,122.888,6.5,108062,90.6436,1.69,8390,25450,0
2002-08-01,393600.0,287.2,5598.0,-0.0655481643042788,-5.1,87.6,15171,1.74,1044.121,6701,22448,3370,124.3,123.832,23.3,108134,90.5505,1.6,8304,25397,0
2002-09-01,409500.0,288.1,5598.5,0.055359466951411,-7.4,86.1,15119,1.75,1044.121,6702,22396,3344,123.4,124.781,15.6,108107,90.6373,1.6,8251,25349,0
2002-10-01,407500.0,289.8,5596.1,0.0828531213318643,-4.1,80.6,15059,1.75,1038.444,6689,22323,3349,123.0,125.736,21.0,108294,90.3988,1.56,8307,25362,0
2002-11-01,392200.0,291.2,5581.5,0.2438067382409712,-3.1,84.2,14992,1.34,1038.444,6713,22282,3328,123.1,126.671,26.8,108334,90.8947,1.27,8520,25330,0
2002-12-01,414250.0,292.1,5584.1,0.1905285046296675,-3.9,86.7,14911,1.24,1038.444,6700,22188,3288,122.7,127.625,31.1,108277,90.3906,1.24,8640,25342,0
2003-01-01,395000.0,292.7,5574.1,-0.0486342992510181,-9.2,82.4,14867,1.24,1021.348,6704,22146,3264,122.1,128.46200000000002,1.3,108427,91.1369,1.2,8520,25296,0
2003-02-01,411000.0,293.0,5581.7,-0.0181830896358372,-11.0,79.9,14780,1.26,1021.348,6667,22022,3235,121.8,129.357,19.9,108419,91.2505,1.18,8618,25272,0
2003-03-01,427400.0,293.4,5577.5,0.3506559353528682,-4.2,77.6,14721,1.25,1021.348,6654,21945,3221,120.7,130.148,11.3,108290,91.0006,1.13,8588,25228,0
2003-04-01,436250.0,294.0,5572.3,0.955019646398918,-3.0,86.0,14608,1.26,1020.795,6689,21863,3208,120.3,130.884,8.4,108309,90.4311,1.14,8842,25213,0
2003-05-01,424000.0,295.2,5566.1,1.0764813587752504,-14.5,92.1,14558,1.26,1020.795,6706,21834,3194,120.0,131.735,24.9,108362,90.4,1.08,8957,25192,0
2003-06-01,421750.0,296.1,5555.1,0.970237503951832,-11.9,89.7,14493,1.22,1020.795,6723,21788,3182,120.6,132.649,17.8,108397,90.5196,0.92,9266,25154,0
2003-07-01,411500.0,297.4,5546.8,0.7096484861493642,-11.9,90.9,14403,1.01,950.666,6735,21709,3176,121.1,133.77700000000002,-19.7,108475,90.9869,0.95,9011,25126,0
2003-08-01,400200.0,298.3,5539.6,0.3734138880522397,-15.2,89.3,14376,1.03,950.666,6760,21706,3163,120.8,134.968,-24.1,108447,90.7933,1.03,8896,25147,0
2003-09-01,395500.0,299.8,5537.8,-0.1016917168595903,-12.3,87.7,14346,1.01,950.666,6783,21699,3162,120.9,136.295,-0.1,108554,91.3819,1.01,8921,25185,0
2003-10-01,382000.0,300.4,5537.2,-0.1676885587382523,-16.6,89.6,14334,1.01,1021.343,6784,21692,3155,121.1,137.533,5.3,108748,91.5049,1.0,8732,25209,0
2003-11-01,363000.0,301.4,5538.5,-0.4911679305544436,-6.8,93.7,14316,1.0,1021.343,6796,21688,3150,120.8,138.795,18.4,108793,92.1265,1.02,8576,25192,0
2003-12-01,358250.0,303.0,5549.8,-0.8733661078269302,-10.8,92.6,14299,0.98,1021.343,6827,21701,3150,120.2,140.181,10.5,108888,92.1732,0.99,8317,25183,0
2004-01-01,360200.0,303.8,5562.4,-1.1223982464759747,-15.9,103.8,14291,1.0,1012.259,6848,21714,3141,120.1,141.64700000000002,-0.2,109042,92.3268,0.97,8370,25272,0
2004-02-01,360750.0,305.2,5568.7,-1.2639918635012146,-2.6,94.4,14279,1.01,1012.259,6838,21693,3141,120.1,143.192,44.2,109127,92.8995,0.99,8167,25280,0
2004-03-01,342000.0,306.5,5575.7,-1.2195485950118743,-6.4,95.8,14287,1.0,1012.259,6887,21758,3134,120.4,145.058,30.6,109381,92.5368,0.99,8491,25352,0
2004-04-01,348250.0,307.8,5596.7,-1.2817096290631147,-3.7,94.2,14315,1.0,1026.759,6901,21802,3130,120.6,146.593,-4.7,109610,92.8957,1.09,8170,25386,0
2004-05-01,336200.0,308.6,5598.5,-1.2692833261419652,-0.8,90.2,14342,1.0,1026.759,6948,21881,3135,120.9,148.186,-15.9,109816,93.5845,1.31,8212,25415,0
2004-06-01,349000.0,309.8,5602.3,-1.3547768123021169,8.3,95.6,14334,1.03,1026.759,6962,21887,3136,121.2,149.851,6.4,109907,92.8651,1.6,8286,25456,0
2004-07-01,343000.0,310.8,5610.4,-1.0146272555244171,12.6,96.7,14331,1.26,1064.383,6977,21902,3124,121.0,151.338,-1.3,109951,93.5502,1.66,8136,25456,0
2004-08-01,340750.0,311.8,5618.5,-1.0252208739535131,5.7,95.9,14345,1.43,1064.383,7003,21943,3108,120.3,152.634,1.9,109997,93.6301,1.72,7990,25468,0
2004-09-01,337250.0,312.9,5631.7,-0.9598535124066156,5.5,94.2,14332,1.61,1064.383,7029,21958,3096,120.0,154.178,14.7,110133,93.7353,1.87,7927,25518,0
2004-10-01,334000.0,314.0,5635.2,-0.9355181575190334,4.4,91.7,14332,1.76,1091.579,7077,22004,3099,120.3,155.75,-4.8,110427,94.5695,2.0,8061,25556,0
2004-11-01,328750.0,314.7,5637.2,-1.0000437097047647,10.6,92.8,14306,1.93,1091.579,7091,21996,3088,120.6,157.526,1.2,110508,94.8015,2.27,7932,25575,0
2004-12-01,325250.0,315.8,5651.3,-0.8722565907536488,10.6,97.1,14285,2.16,1091.579,7117,22004,3077,119.8,159.329,11.0,110625,95.5415,2.43,7934,25598,0
2005-01-01,343400.0,316.9,5645.5,-1.0171178963764187,16.3,95.5,14257,2.28,1172.277,7095,21959,3071,120.3,161.28799999999998,25.7,110822,95.8785,2.61,7784,25625,0
2005-02-01,311750.0,318.4,5658.6,-0.9391985527952572,13.1,94.1,14272,2.5,1172.277,7153,22035,3057,120.0,163.346,23.6,110998,96.5709,2.77,7980,25691,0
2005-03-01,332000.0,319.7,5669.2,-0.96418090005418,18.0,92.6,14268,2.63,1172.277,7181,22065,3062,120.5,165.81400000000002,3.9,111087,96.4345,3.0,7737,25710,0
2005-04-01,323200.0,320.7,5681.1,-0.825803494509014,17.7,87.7,14249,2.79,1196.293,7266,22135,3066,119.9,167.50400000000002,-13.4,111384,96.6347,3.05,7672,25786,0
2005-05-01,327000.0,321.8,5692.7,-0.6072096926225112,12.0,86.9,14255,3.0,1196.293,7294,22170,3062,119.9,169.354,20.8,111519,96.7251,3.08,7651,25824,0
2005-06-01,325750.0,322.8,5703.2,-0.478886463980554,7.2,96.0,14227,3.04,1196.293,7333,22184,3057,119.4,171.19299999999998,-11.5,111763,97.1483,3.13,7524,25869,0
2005-07-01,324400.0,324.1,5712.6,-0.854075939556069,16.5,96.5,14225,3.26,1225.48,7353,22204,3061,119.0,172.863,9.9,112096,96.8397,3.42,7406,25933,0
2005-08-01,315750.0,324.2,5722.6,-1.3851340385448536,6.7,89.1,14200,3.5,1225.48,7394,22224,3063,119.5,174.44400000000002,-4.6,112279,97.1584,3.66,7345,25965,0
2005-09-01,382750.0,325.3,5728.0,-1.614208327303492,6.5,76.9,14173,3.62,1225.48,7415,22223,3070,119.1,176.44,-2.3,112331,95.2764,3.67,7553,25945,0
2005-10-01,352200.0,326.9,5736.0,-1.0970327542468856,16.4,74.2,14189,3.78,1255.774,7460,22290,3055,119.0,178.03,3.9,112353,96.4411,3.99,7453,25957,0
2005-11-01,317250.0,328.7,5748.6,-0.6900748707311175,9.8,81.6,14184,4.0,1255.774,7524,22355,3055,119.2,179.683,-18.4,112644,97.5016,4.15,7566,26013,0
2005-12-01,316400.0,329.2,5761.0,-0.4814012032886896,15.0,91.5,14189,4.16,1255.774,7533,22373,3052,118.6,180.912,9.0,112785,97.9723,4.18,7279,26033,0
2006-01-01,295750.0,329.6,5780.5,-0.4559019631126122,16.0,91.2,14208,4.29,1320.481,7601,22465,3054,118.9,182.321,7.1,112961,98.127,4.31,7064,26057,0
2006-02-01,290750.0,331.2,5796.5,-0.6634756361376369,10.6,86.7,14208,4.49,1320.481,7664,22533,3052,117.8,183.287,11.1,113198,98.1687,4.52,7184,26090,0
2006-03-01,301750.0,332.6,5811.9,-0.8719985109762954,11.4,88.9,14210,4.59,1320.481,7689,22567,3055,119.1,184.365,-3.8,113469,98.3913,4.62,7072,26129,0
2006-04-01,303600.0,333.8,5823.7,-1.1609732512941195,17.5,87.4,14223,4.79,1351.258,7726,22627,3047,119.6,184.33,26.5,113581,98.6826,4.72,7120,26123,0
2006-05-01,332750.0,335.0,5835.8,-1.380735428584206,19.7,79.1,14200,4.94,1351.258,7713,22594,3039,119.9,184.156,8.3,113655,98.7074,4.82,6980,26116,0
2006-06-01,305500.0,336.0,5839.9,-1.1925737532635534,22.8,84.9,14210,4.99,1351.258,7699,22594,3036,120.1,183.507,-2.8,113741,99.0398,4.97,7001,26136,0
2006-07-01,318800.0,336.9,5848.1,-1.080916350966624,17.3,84.7,14185,5.24,1358.615,7712,22587,3031,119.0,183.067,4.1,113942,98.9751,5.06,7175,26161,0
2006-08-01,314250.0,338.1,5856.3,-0.6906600122829624,21.4,82.0,14154,5.25,1358.615,7720,22566,3035,119.8,182.594,6.2,114127,99.4047,4.97,7091,26172,0
2006-09-01,316200.0,339.1,5864.7,0.0417804404614341,-1.1,85.4,14120,5.25,1358.615,7718,22533,3028,120.2,182.797,-9.4,114296,99.2246,4.89,6847,26193,0
2006-10-01,315500.0,340.0,5863.1,0.3543970353051351,7.8,93.6,14068,5.25,1397.497,7682,22449,3024,119.8,183.198,-0.8,114397,99.1229,4.92,6727,26233,0
2006-11-01,326250.0,340.8,5875.0,0.206844307743018,8.2,92.1,14034,5.25,1397.497,7666,22400,3024,119.4,183.608,2.5,114661,99.0963,4.95,6872,26293,0
2006-12-01,324000.0,341.2,5899.9,-0.0783041031412402,12.5,91.7,14009,5.24,1397.497,7685,22398,3034,119.8,184.138,8.4,114851,100.1125,4.88,6762,26340,0
2007-01-01,317250.0,343.579,5903.4,-0.3024398247310569,9.8,96.9,14004,5.25,1466.544,7725,22434,3030,119.86,184.517,4.7,115038,99.7546,4.95,7116,26381,0
2007-02-01,322750.0,345.35,5918.0,-0.6444983689383839,12.4,91.3,13993,5.26,1466.544,7626,22329,3034,120.237,184.598,4.4,115229,100.7166,4.96,6927,26426,0
2007-03-01,309400.0,345.899,5921.5,-0.96899334442843,10.1,88.4,13964,5.26,1466.544,7706,22384,3030,119.797,184.149,10.4,115398,100.8952,4.89,6731,26492,0
2007-04-01,320250.0,347.32,5937.2,-1.1179055879068078,9.5,87.1,13939,5.25,1495.933,7686,22345,3035,119.331,183.01,7.4,115500,101.5723,4.86,6850,26491,0
2007-05-01,304250.0,348.491,5945.0,-1.057123373910822,17.5,88.3,13922,5.25,1495.933,7673,22316,3040,119.166,181.601,-2.0,115677,101.6269,4.78,6766,26520,0
2007-06-01,315200.0,349.513,5956.1,-1.0516499555600891,15.9,85.3,13903,5.25,1495.933,7687,22315,3038,118.576,180.254,4.8,115754,101.6547,4.76,6979,26514,0
2007-07-01,313250.0,351.719,5962.2,-1.0666282603698023,11.9,90.4,13881,5.26,1498.852,7660,22269,3037,118.449,179.11,5.9,115775,101.4953,4.83,7149,26528,0
2007-08-01,320000.0,353.376,5961.4,-1.0411766969068104,22.4,83.4,13821,5.02,1498.852,7610,22159,3028,117.901,178.116,12.5,115854,101.6943,4.38,7067,26525,0
2007-09-01,313400.0,354.531,5962.7,-1.0807164635663045,36.9,83.4,13784,4.94,1498.852,7577,22089,3031,118.023,177.558,10.4,116012,101.9428,4.05,7170,26557,0
2007-10-01,328250.0,356.343,5970.0,-1.0844081936498864,22.3,80.9,13756,4.76,1508.627,7565,22050,3028,118.435,176.62400000000002,5.3,116127,101.6446,4.01,7237,26553,0
2007-11-01,336000.0,357.75,5970.6,-0.979790367515266,17.1,76.1,13751,4.49,1508.627,7523,22008,3025,118.737,175.148,3.3,116283,102.2167,3.46,7240,26614,0
2007-12-01,348200.0,358.908,5970.4,-0.6746335732500777,20.5,75.5,13739,4.24,1508.627,7490,21968,3026,119.35,174.34099999999998,-0.4,116427,102.2764,3.23,7645,26608,0
2008-01-01,338750.0,360.463,5966.3,-0.4313338754825352,19.9,78.4,13717,3.94,1535.137,7476,21939,3026,119.438,173.132,-17.1,116452,102.1493,2.75,7685,26586,1
2008-02-01,346750.0,360.75,5956.2,-0.1896947233815294,12.6,70.8,13690,2.98,1535.137,7453,21890,3019,118.904,171.54,-4.6,116437,101.7756,2.04,7497,26545,1
2008-03-01,363400.0,361.533,5946.2,0.0151252511409976,17.9,69.5,13650,2.61,1535.137,7406,21810,3021,118.399,170.051,-2.6,116447,101.4508,1.48,7822,26525,1
2008-04-01,359500.0,362.072,5925.0,0.1183113195416527,16.3,62.6,13589,2.28,1552.464,7327,21671,3013,118.729,168.333,1.5,116367,100.7554,1.55,7637,26425,1
2008-05-01,366800.0,362.658,5912.1,0.0699543781059456,1.0,59.8,13555,1.98,1552.464,7274,21593,3008,118.716,166.65400000000002,3.6,116258,100.1336,1.82,8395,26338,1
2008-06-01,383250.0,363.671,5899.7,0.1112367276779966,5.4,56.4,13494,2.0,1552.464,7213,21475,3001,118.501,165.014,5.8,116223,99.8728,2.13,8575,26290,1
2008-07-01,398000.0,364.156,5878.3,0.2981956808098052,11.4,61.2,13419,2.01,1497.496,7160,21349,2987,119.006,163.564,-8.7,116149,99.4194,1.93,8937,26226,1
2008-08-01,433000.0,364.977,5857.3,0.8643245598702998,3.5,63.0,13348,2.0,1497.496,7114,21242,2972,119.736,161.986,-12.2,115969,97.8491,1.92,9438,26126,1
2008-09-01,464000.0,365.841,5845.8,1.2621676966988586,15.9,70.3,13267,1.81,1497.496,7044,21095,2962,119.618,160.30700000000002,16.7,115667,93.5576,1.61,9494,26013,1
2008-10-01,475250.0,366.53,5808.3,2.0264976062635878,42.8,57.6,13138,0.97,1444.906,6967,20886,2951,118.799,158.327,39.3,115407,94.4985,1.2,10074,25902,1
2008-11-01,519800.0,367.459,5770.7,2.5733205737484175,-9.2,55.3,13026,0.39,1444.906,6813,20615,2931,118.867,156.142,-52.9,114928,93.2617,0.73,10538,25696,1
2008-12-01,564000.0,368.748,5730.1,2.479565797516578,-16.7,60.1,12842,0.16,1444.906,6701,20313,2911,118.119,153.619,-31.9,114534,90.6266,0.26,11286,25523,1
2009-01-01,572000.0,369.824,5697.3,2.0712126448247288,-9.7,61.2,12552,0.15,1202.365,6567,19879,2891,117.967,151.507,25.3,114199,88.3712,0.3,12058,25383,1
2009-02-01,644000.0,370.853,5650.1,1.818837584769924,-9.3,56.3,12371,0.22,1202.365,6446,19565,2878,119.888,150.014,10.7,113752,87.843,0.45,12898,25229,1
2009-03-01,659250.0,371.705,5607.8,1.6105765397474143,-16.9,57.3,12196,0.18,1202.365,6291,19214,2864,120.368,148.66,11.0,113278,86.4689,0.42,13426,25066,1
2009-04-01,627750.0,373.077,5562.4,1.5314548667680243,-16.8,65.1,12017,0.15,1131.101,6154,18881,2832,120.182,147.94899999999998,-5.2,112940,85.7903,0.35,13853,24909,1
2009-05-01,612000.0,374.359,5536.4,1.0337125738138109,-18.3,68.7,11850,0.18,1131.101,6100,18644,2807,120.038,147.695,10.6,112824,84.9436,0.3,14499,24849,1
2009-06-01,598250.0,375.177,5512.6,0.343581911062489,-26.9,70.8,11713,0.21,1131.101,6010,18409,2795,120.276,148.089,21.8,112598,84.6746,0.31,14707,24795,1
2009-07-01,566500.0,376.001,5488.0,0.1447290461142727,-33.0,66.0,11654,0.16,1135.303,5932,18264,2778,119.984,148.408,5.2,112398,85.6853,0.27,14601,24692,0
2009-08-01,559200.0,377.091,5470.9,-0.1350337264183938,-28.8,65.7,11612,0.16,1135.303,5855,18136,2767,120.236,148.276,12.4,112336,86.6393,0.26,14814,24656,0
2009-09-01,547500.0,378.359,5454.3,-0.4394363409495424,-23.6,73.5,11580,0.15,1135.303,5787,18034,2769,120.779,148.023,3.6,112213,87.3821,0.21,15009,24599,0
2009-10-01,525400.0,379.291,5434.6,-0.6602960458753692,-26.9,70.6,11527,0.12,1140.741,5716,17904,2764,120.5,147.849,6.0,112158,87.5809,0.16,15352,24516,0
2009-11-01,494000.0,380.45,5424.0,-0.8683801822862599,-18.1,67.4,11498,0.12,1140.741,5696,17858,2752,120.007,148.135,3.6,112200,87.9388,0.15,15219,24480,0
2009-12-01,485500.0,381.111,5410.2,-0.9450079764495783,-23.0,72.5,11465,0.12,1140.741,5654,17782,2745,120.441,147.931,12.0,112026,88.2404,0.17,15098,24384,0
2010-01-01,479800.0,382.742,5389.2,-0.770066014966806,-25.1,74.4,11447,0.11,1191.795,5580,17693,2739,119.91,147.39600000000002,-1.5,112109,89.1897,0.15,15046,24433,0
2010-02-01,485750.0,384.308,5379.1,-0.6388750567325355,-14.6,73.6,11439,0.13,1191.795,5500,17613,2737,120.184,145.632,0.7,112092,89.5046,0.18,15113,24421,0
2010-03-01,470250.0,385.712,5379.1,-0.5524744917339292,-17.2,73.6,11439,0.16,1191.795,5537,17657,2719,120.225,145.858,-2.8,112208,90.1356,0.22,15202,24467,0
2010-04-01,469000.0,386.589,5379.6,-0.5925667364249417,-18.3,72.2,11475,0.2,1213.243,5553,17715,2714,119.646,146.398,8.0,112405,90.4607,0.24,15325,24469,0
2010-05-01,459400.0,387.094,5374.5,-0.7810917014717752,-8.7,73.6,11511,0.2,1213.243,5520,17727,2708,119.648,146.386,-7.1,112916,91.7014,0.22,14849,24483,0
2010-06-01,460500.0,388.188,5377.8,-0.9585568689500686,-6.3,76.0,11529,0.18,1213.243,5516,17747,2701,119.623,145.713,-5.3,112762,91.9033,0.19,14474,24505,0
2010-07-01,459200.0,388.123,5380.4,-0.9389180018769387,-0.9,67.8,11546,0.18,1256.304,5508,17763,2703,119.322,144.983,29.2,112652,92.2549,0.2,14512,24526,0
2010-08-01,475000.0,389.059,5382.5,-0.776844682705775,-1.9,68.9,11538,0.19,1256.304,5524,17778,2701,118.96,143.909,17.3,112638,92.5936,0.19,14648,24537,0
2010-09-01,453500.0,391.288,5388.0,-0.9313601466389704,-1.9,68.2,11549,0.19,1256.304,5501,17772,2697,119.21,143.013,12.6,112570,92.8533,0.19,14579,24564,0
2010-10-01,446800.0,391.926,5396.4,-1.1939745652036222,-2.2,67.7,11548,0.19,1289.139,5508,17788,2695,118.917,142.52200000000002,13.8,112833,92.6033,0.18,14516,24626,0
2010-11-01,426250.0,392.535,5402.0,-1.5346920440379268,2.3,71.6,11571,0.19,1289.139,5506,17813,2689,119.027,142.16299999999998,6.1,112936,92.6686,0.18,15081,24625,0
2010-12-01,420250.0,393.514,5409.5,-1.8153954704680568,5.1,74.5,11579,0.18,1289.139,5467,17780,2682,119.223,142.049,-15.7,113050,93.5916,0.19,14348,24657,0
2011-01-01,426800.0,394.072,5415.1,-2.079226927004576,3.7,74.2,11606,0.17,1426.57,5427,17770,2678,119.82,141.511,0.3,113067,93.3889,0.18,14013,24675,0
2011-02-01,401500.0,395.518,5426.8,-2.125541985299414,3.6,77.5,11637,0.16,1426.57,5451,17826,2672,119.904,140.33700000000002,-3.6,113230,93.0045,0.17,13820,24746,0
2011-03-01,406000.0,396.29,5444.6,-1.8386060413464067,6.4,67.5,11659,0.14,1426.57,5477,17890,2672,119.739,139.971,5.3,113392,93.9684,0.16,13737,24794,0
2011-04-01,420600.0,397.701,5457.6,-1.5575455509992795,6.6,69.8,11689,0.1,1445.862,5485,17941,2674,120.037,140.003,4.9,113656,93.6571,0.12,13957,24891,0
2011-05-01,422500.0,398.721,5462.7,-1.2881035419773632,13.2,74.3,11697,0.09,1445.862,5516,17990,2679,121.146,139.901,-3.8,113714,93.7723,0.09,13855,24906,0
2011-06-01,418250.0,399.416,5470.1,-1.0856168945996507,4.4,71.5,11710,0.09,1445.862,5528,18026,2685,121.71,139.858,-3.1,113905,94.0493,0.1,13962,24962,0
2011-07-01,412600.0,400.539,5478.3,-0.9158683938779884,9.6,63.7,11729,0.07,1471.428,5547,18075,2675,122.547,139.72799999999998,2.0,113918,94.4958,0.08,13763,25010,0
2011-08-01,409500.0,401.387,5488.4,-0.8153605731498621,17.6,55.8,11748,0.1,1471.428,5552,18105,2632,123.551,139.305,10.7,114020,95.0974,0.06,13818,25029,0
2011-09-01,417750.0,402.202,5491.4,-0.5890790723520675,5.9,59.5,11752,0.08,1471.428,5584,18148,2676,123.244,138.661,6.3,114196,95.0244,0.04,13948,25046,0
2011-10-01,402400.0,404.068,5508.4,-0.2839205710570938,9.3,60.8,11762,0.07,1470.904,5588,18170,2677,123.775,137.942,2.2,114383,95.6891,0.05,13594,25083,0
